Temp,Vdd,fcnt_nd_slvt,fcnt_nd_lvt,fcnt_nd_rvt,fcnt_inv_slvt,fcnt_inv_lvt,fcnt_inv_rvt,fcnt_nr_slvt,fcnt_nr_lvt,fcnt_nr_rvt,fcnt_egu,fcnt_egv,fcnt_eg
90,0.68,4.39e-11,5.6e-11,9.07e-11,9.52e-12,1.22e-11,1.64e-11,4.04e-11,5.49e-11,7.69e-11,7.87e-10,8e-10,8.24e-10
95,0.68,4.36e-11,5.55e-11,8.96e-11,9.48e-12,1.21e-11,1.63e-11,3.99e-11,5.41e-11,7.64e-11,7.83e-10,7.96e-10,8.2e-10
100,0.68,4.32e-11,5.49e-11,8.85e-11,9.45e-12,1.21e-11,1.61e-11,3.94e-11,5.34e-11,7.59e-11,7.78e-10,7.91e-10,8.16e-10
105,0.68,4.28e-11,5.44e-11,8.74e-11,9.42e-12,1.2e-11,1.6e-11,3.89e-11,5.27e-11,7.54e-11,7.74e-10,7.87e-10,8.12e-10
110,0.68,4.25e-11,5.39e-11,8.63e-11,9.39e-12,1.2e-11,1.59e-11,3.84e-11,5.2e-11,7.48e-11,7.69e-10,7.82e-10,8.08e-10
115,0.68,4.21e-11,5.33e-11,8.52e-11,9.35e-12,1.19e-11,1.58e-11,3.79e-11,5.12e-11,7.41e-11,7.65e-10,7.78e-10,8.04e-10
120,0.68,4.17e-11,5.28e-11,8.42e-11,9.32e-12,1.19e-11,1.57e-11,3.74e-11,5.05e-11,7.34e-11,7.6e-10,7.73e-10,8e-10
125,0.68,4.14e-11,5.23e-11,8.31e-11,9.29e-12,1.18e-11,1.56e-11,3.69e-11,4.97e-11,7.26e-11,7.56e-10,7.69e-10,7.96e-10
130,0.68,4.1e-11,5.17e-11,8.2e-11,9.26e-12,1.18e-11,1.55e-11,3.64e-11,4.9e-11,7.18e-11,7.51e-10,7.64e-10,7.92e-10
-20,0.7,4.77e-11,6.15e-11,1.05e-10,9.72e-12,1.26e-11,1.74e-11,4.78e-11,6.28e-11,8.38e-11,8.09e-10,8.2e-10,8.24e-10
-15,0.7,4.75e-11,6.11e-11,1.04e-10,9.7e-12,1.25e-11,1.73e-11,4.74e-11,6.24e-11,8.32e-11,8.06e-10,8.18e-10,8.22e-10
-10,0.7,4.73e-11,6.08e-11,1.03e-10,9.68e-12,1.25e-11,1.72e-11,4.69e-11,6.19e-11,8.25e-11,8.03e-10,8.15e-10,8.2e-10
-5,0.7,4.71e-11,6.04e-11,1.02e-10,9.65e-12,1.25e-11,1.71e-11,4.65e-11,6.15e-11,8.18e-11,8e-10,8.11e-10,8.18e-10
0,0.7,4.69e-11,6.01e-11,1.01e-10,9.63e-12,1.24e-11,1.7e-11,4.61e-11,6.11e-11,8.12e-11,7.96e-10,8.08e-10,8.16e-10
5,0.7,4.66e-11,5.97e-11,1e-10,9.61e-12,1.24e-11,1.7e-11,4.56e-11,6.07e-11,8.05e-11,7.93e-10,8.05e-10,8.13e-10
10,0.7,4.64e-11,5.93e-11,9.93e-11,9.59e-12,1.24e-11,1.69e-11,4.52e-11,6.02e-11,7.98e-11,7.9e-10,8.02e-10,8.11e-10
15,0.7,4.61e-11,5.89e-11,9.83e-11,9.56e-12,1.23e-11,1.68e-11,4.48e-11,5.98e-11,7.92e-11,7.87e-10,7.98e-10,8.09e-10
20,0.7,4.58e-11,5.85e-11,9.73e-11,9.54e-12,1.23e-11,1.67e-11,4.44e-11,5.93e-11,7.85e-11,7.83e-10,7.95e-10,8.06e-10
25,0.7,4.56e-11,5.82e-11,9.63e-11,9.52e-12,1.22e-11,1.66e-11,4.39e-11,5.88e-11,7.78e-11,7.8e-10,7.92e-10,8.04e-10
30,0.7,4.53e-11,5.78e-11,9.53e-11,9.49e-12,1.22e-11,1.65e-11,4.35e-11,5.83e-11,7.71e-11,7.76e-10,7.88e-10,8.01e-10
35,0.7,4.5e-11,5.73e-11,9.43e-11,9.47e-12,1.21e-11,1.64e-11,4.31e-11,5.77e-11,7.65e-11,7.73e-10,7.85e-10,7.99e-10
40,0.7,4.47e-11,5.69e-11,9.33e-11,9.44e-12,1.21e-11,1.63e-11,4.27e-11,5.72e-11,7.58e-11,7.69e-10,7.81e-10,7.96e-10
45,0.7,4.44e-11,5.65e-11,9.23e-11,9.42e-12,1.21e-11,1.62e-11,4.22e-11,5.66e-11,7.52e-11,7.66e-10,7.78e-10,7.93e-10
50,0.7,4.41e-11,5.61e-11,9.13e-11,9.39e-12,1.2e-11,1.61e-11,4.18e-11,5.6e-11,7.45e-11,7.62e-10,7.74e-10,7.91e-10
55,0.7,4.38e-11,5.57e-11,9.03e-11,9.37e-12,1.2e-11,1.6e-11,4.13e-11,5.54e-11,7.39e-11,7.59e-10,7.71e-10,7.88e-10
60,0.7,4.35e-11,5.52e-11,8.93e-11,9.34e-12,1.19e-11,1.59e-11,4.09e-11,5.48e-11,7.33e-11,7.55e-10,7.67e-10,7.85e-10
65,0.7,4.32e-11,5.48e-11,8.84e-11,9.31e-12,1.19e-11,1.58e-11,4.05e-11,5.43e-11,7.26e-11,7.52e-10,7.64e-10,7.82e-10
70,0.7,4.29e-11,5.43e-11,8.74e-11,9.28e-12,1.18e-11,1.57e-11,4e-11,5.37e-11,7.2e-11,7.48e-10,7.6e-10,7.79e-10
75,0.7,4.25e-11,5.39e-11,8.64e-11,9.26e-12,1.18e-11,1.56e-11,3.96e-11,5.31e-11,7.14e-11,7.45e-10,7.57e-10,7.77e-10
80,0.7,4.22e-11,5.34e-11,8.54e-11,9.23e-12,1.18e-11,1.55e-11,3.91e-11,5.24e-11,7.09e-11,7.41e-10,7.53e-10,7.74e-10
85,0.7,4.19e-11,5.3e-11,8.45e-11,9.2e-12,1.17e-11,1.55e-11,3.86e-11,5.18e-11,7.03e-11,7.38e-10,7.5e-10,7.71e-10
90,0.7,4.15e-11,5.25e-11,8.35e-11,9.17e-12,1.17e-11,1.54e-11,3.82e-11,5.12e-11,6.98e-11,7.34e-10,7.46e-10,7.68e-10
95,0.7,4.12e-11,5.2e-11,8.25e-11,9.14e-12,1.16e-11,1.53e-11,3.77e-11,5.06e-11,6.93e-11,7.3e-10,7.43e-10,7.65e-10
100,0.7,4.09e-11,5.15e-11,8.15e-11,9.12e-12,1.16e-11,1.52e-11,3.73e-11,4.99e-11,6.88e-11,7.27e-10,7.39e-10,7.62e-10
105,0.7,4.05e-11,5.11e-11,8.06e-11,9.09e-12,1.15e-11,1.51e-11,3.68e-11,4.93e-11,6.83e-11,7.23e-10,7.35e-10,7.59e-10
110,0.7,4.02e-11,5.06e-11,7.96e-11,9.06e-12,1.15e-11,1.5e-11,3.63e-11,4.86e-11,6.79e-11,7.2e-10,7.32e-10,7.56e-10
115,0.7,3.99e-11,5.01e-11,7.86e-11,9.03e-12,1.14e-11,1.49e-11,3.59e-11,4.79e-11,6.74e-11,7.16e-10,7.28e-10,7.53e-10
120,0.7,3.95e-11,4.96e-11,7.77e-11,9.01e-12,1.14e-11,1.48e-11,3.54e-11,4.73e-11,6.7e-11,7.12e-10,7.24e-10,7.5e-10
125,0.7,3.92e-11,4.91e-11,7.67e-11,8.98e-12,1.13e-11,1.47e-11,3.5e-11,4.66e-11,6.64e-11,7.09e-10,7.21e-10,7.47e-10
130,0.7,3.89e-11,4.86e-11,7.57e-11,8.95e-12,1.13e-11,1.46e-11,3.45e-11,4.59e-11,6.58e-11,7.05e-10,7.17e-10,7.43e-10
-20,0.72,4.51e-11,5.74e-11,9.62e-11,9.33e-12,1.19e-11,1.62e-11,4.49e-11,5.81e-11,7.61e-11,7.44e-10,7.55e-10,7.57e-10
-15,0.72,4.49e-11,5.71e-11,9.54e-11,9.32e-12,1.19e-11,1.61e-11,4.45e-11,5.76e-11,7.55e-11,7.41e-10,7.53e-10,7.56e-10
-10,0.72,4.47e-11,5.68e-11,9.45e-11,9.3e-12,1.19e-11,1.6e-11,4.41e-11,5.72e-11,7.5e-11,7.39e-10,7.51e-10,7.55e-10
-5,0.72,4.45e-11,5.65e-11,9.37e-11,9.28e-12,1.19e-11,1.6e-11,4.37e-11,5.68e-11,7.44e-11,7.37e-10,7.48e-10,7.54e-10
0,0.72,4.43e-11,5.62e-11,9.28e-11,9.26e-12,1.18e-11,1.59e-11,4.34e-11,5.64e-11,7.38e-11,7.35e-10,7.46e-10,7.52e-10
5,0.72,4.4e-11,5.59e-11,9.2e-11,9.25e-12,1.18e-11,1.58e-11,4.3e-11,5.6e-11,7.33e-11,7.33e-10,7.44e-10,7.51e-10
10,0.72,4.38e-11,5.55e-11,9.11e-11,9.23e-12,1.18e-11,1.58e-11,4.26e-11,5.57e-11,7.27e-11,7.3e-10,7.42e-10,7.5e-10
15,0.72,4.36e-11,5.52e-11,9.02e-11,9.21e-12,1.17e-11,1.57e-11,4.22e-11,5.53e-11,7.21e-11,7.28e-10,7.39e-10,7.48e-10
20,0.72,4.33e-11,5.49e-11,8.94e-11,9.19e-12,1.17e-11,1.56e-11,4.18e-11,5.5e-11,7.15e-11,7.25e-10,7.37e-10,7.47e-10
25,0.72,4.31e-11,5.45e-11,8.85e-11,9.17e-12,1.17e-11,1.55e-11,4.14e-11,5.46e-11,7.1e-11,7.23e-10,7.34e-10,7.45e-10
30,0.72,4.28e-11,5.42e-11,8.76e-11,9.15e-12,1.16e-11,1.55e-11,4.1e-11,5.42e-11,7.04e-11,7.2e-10,7.32e-10,7.43e-10
35,0.72,4.26e-11,5.38e-11,8.67e-11,9.13e-12,1.16e-11,1.54e-11,4.06e-11,5.37e-11,6.98e-11,7.18e-10,7.29e-10,7.42e-10
40,0.72,4.23e-11,5.34e-11,8.59e-11,9.1e-12,1.16e-11,1.53e-11,4.02e-11,5.33e-11,6.93e-11,7.15e-10,7.27e-10,7.4e-10
45,0.72,4.2e-11,5.31e-11,8.5e-11,9.08e-12,1.15e-11,1.52e-11,3.98e-11,5.28e-11,6.87e-11,7.12e-10,7.24e-10,7.38e-10
50,0.72,4.18e-11,5.27e-11,8.42e-11,9.06e-12,1.15e-11,1.51e-11,3.94e-11,5.23e-11,6.81e-11,7.1e-10,7.21e-10,7.36e-10
55,0.72,4.15e-11,5.23e-11,8.33e-11,9.04e-12,1.15e-11,1.51e-11,3.9e-11,5.18e-11,6.76e-11,7.07e-10,7.19e-10,7.34e-10
60,0.72,4.12e-11,5.19e-11,8.24e-11,9.01e-12,1.14e-11,1.5e-11,3.86e-11,5.12e-11,6.7e-11,7.04e-10,7.16e-10,7.32e-10
65,0.72,4.09e-11,5.15e-11,8.16e-11,8.99e-12,1.14e-11,1.49e-11,3.82e-11,5.07e-11,6.65e-11,7.02e-10,7.13e-10,7.3e-10
70,0.72,4.06e-11,5.11e-11,8.07e-11,8.97e-12,1.13e-11,1.48e-11,3.78e-11,5.02e-11,6.59e-11,6.99e-10,7.1e-10,7.28e-10
75,0.72,4.03e-11,5.07e-11,7.98e-11,8.94e-12,1.13e-11,1.47e-11,3.74e-11,4.96e-11,6.54e-11,6.96e-10,7.08e-10,7.26e-10
80,0.72,4e-11,5.03e-11,7.9e-11,8.92e-12,1.13e-11,1.47e-11,3.7e-11,4.91e-11,6.49e-11,6.93e-10,7.05e-10,7.24e-10
85,0.72,3.97e-11,4.98e-11,7.81e-11,8.9e-12,1.12e-11,1.46e-11,3.65e-11,4.85e-11,6.44e-11,6.9e-10,7.02e-10,7.22e-10
90,0.72,3.94e-11,4.94e-11,7.73e-11,8.87e-12,1.12e-11,1.45e-11,3.61e-11,4.79e-11,6.39e-11,6.88e-10,6.99e-10,7.19e-10
95,0.72,3.91e-11,4.9e-11,7.64e-11,8.85e-12,1.12e-11,1.44e-11,3.57e-11,4.74e-11,6.34e-11,6.85e-10,6.96e-10,7.17e-10
100,0.72,3.88e-11,4.85e-11,7.55e-11,8.82e-12,1.11e-11,1.43e-11,3.53e-11,4.68e-11,6.29e-11,6.82e-10,6.94e-10,7.15e-10
105,0.72,3.85e-11,4.81e-11,7.47e-11,8.8e-12,1.11e-11,1.42e-11,3.49e-11,4.62e-11,6.25e-11,6.79e-10,6.91e-10,7.13e-10
110,0.72,3.82e-11,4.77e-11,7.38e-11,8.78e-12,1.1e-11,1.42e-11,3.44e-11,4.56e-11,6.2e-11,6.76e-10,6.88e-10,7.1e-10
115,0.72,3.79e-11,4.72e-11,7.29e-11,8.75e-12,1.1e-11,1.41e-11,3.4e-11,4.5e-11,6.16e-11,6.73e-10,6.85e-10,7.08e-10
120,0.72,3.75e-11,4.68e-11,7.21e-11,8.73e-12,1.1e-11,1.4e-11,3.36e-11,4.44e-11,6.12e-11,6.7e-10,6.82e-10,7.05e-10
125,0.72,3.72e-11,4.64e-11,7.12e-11,8.71e-12,1.09e-11,1.39e-11,3.32e-11,4.38e-11,6.08e-11,6.67e-10,6.79e-10,7.03e-10
130,0.72,3.69e-11,4.59e-11,7.03e-11,8.68e-12,1.09e-11,1.38e-11,3.28e-11,4.32e-11,6.04e-11,6.64e-10,6.76e-10,7e-10
-20,0.74,4.27e-11,5.39e-11,8.86e-11,9e-12,1.14e-11,1.52e-11,4.23e-11,5.4e-11,6.96e-11,6.88e-10,6.99e-10,7e-10
-15,0.74,4.25e-11,5.37e-11,8.79e-11,8.99e-12,1.14e-11,1.51e-11,4.2e-11,5.36e-11,6.91e-11,6.87e-10,6.98e-10,7e-10
-10,0.74,4.23e-11,5.34e-11,8.71e-11,8.97e-12,1.14e-11,1.51e-11,4.16e-11,5.32e-11,6.86e-11,6.85e-10,6.96e-10,7e-10
-5,0.74,4.22e-11,5.31e-11,8.64e-11,8.96e-12,1.13e-11,1.5e-11,4.13e-11,5.28e-11,6.82e-11,6.84e-10,6.95e-10,6.99e-10
0,0.74,4.2e-11,5.28e-11,8.56e-11,8.94e-12,1.13e-11,1.5e-11,4.09e-11,5.24e-11,6.77e-11,6.82e-10,6.93e-10,6.99e-10
5,0.74,4.18e-11,5.25e-11,8.49e-11,8.93e-12,1.13e-11,1.49e-11,4.06e-11,5.21e-11,6.72e-11,6.81e-10,6.92e-10,6.98e-10
10,0.74,4.16e-11,5.23e-11,8.41e-11,8.91e-12,1.13e-11,1.48e-11,4.02e-11,5.17e-11,6.67e-11,6.79e-10,6.9e-10,6.97e-10
15,0.74,4.13e-11,5.2e-11,8.34e-11,8.89e-12,1.12e-11,1.48e-11,3.99e-11,5.14e-11,6.62e-11,6.77e-10,6.88e-10,6.96e-10
20,0.74,4.11e-11,5.16e-11,8.26e-11,8.88e-12,1.12e-11,1.47e-11,3.95e-11,5.11e-11,6.57e-11,6.76e-10,6.87e-10,6.96e-10
25,0.74,4.09e-11,5.13e-11,8.18e-11,8.86e-12,1.12e-11,1.46e-11,3.92e-11,5.07e-11,6.52e-11,6.74e-10,6.85e-10,6.95e-10
30,0.74,4.07e-11,5.1e-11,8.11e-11,8.84e-12,1.12e-11,1.46e-11,3.88e-11,5.04e-11,6.47e-11,6.72e-10,6.83e-10,6.94e-10
35,0.74,4.04e-11,5.07e-11,8.03e-11,8.82e-12,1.11e-11,1.45e-11,3.84e-11,5.01e-11,6.42e-11,6.7e-10,6.81e-10,6.93e-10
40,0.74,4.02e-11,5.04e-11,7.95e-11,8.8e-12,1.11e-11,1.45e-11,3.81e-11,4.97e-11,6.37e-11,6.68e-10,6.79e-10,6.91e-10
45,0.74,3.99e-11,5e-11,7.88e-11,8.79e-12,1.11e-11,1.44e-11,3.77e-11,4.93e-11,6.32e-11,6.66e-10,6.77e-10,6.9e-10
50,0.74,3.97e-11,4.97e-11,7.8e-11,8.77e-12,1.1e-11,1.43e-11,3.73e-11,4.89e-11,6.27e-11,6.64e-10,6.75e-10,6.89e-10
55,0.74,3.94e-11,4.93e-11,7.72e-11,8.75e-12,1.1e-11,1.42e-11,3.7e-11,4.85e-11,6.23e-11,6.62e-10,6.73e-10,6.88e-10
60,0.74,3.91e-11,4.9e-11,7.65e-11,8.73e-12,1.1e-11,1.42e-11,3.66e-11,4.8e-11,6.18e-11,6.6e-10,6.71e-10,6.86e-10
65,0.74,3.89e-11,4.86e-11,7.57e-11,8.71e-12,1.1e-11,1.41e-11,3.62e-11,4.75e-11,6.13e-11,6.58e-10,6.69e-10,6.85e-10
70,0.74,3.86e-11,4.82e-11,7.49e-11,8.69e-12,1.09e-11,1.4e-11,3.58e-11,4.71e-11,6.08e-11,6.56e-10,6.67e-10,6.83e-10
75,0.74,3.83e-11,4.79e-11,7.42e-11,8.67e-12,1.09e-11,1.4e-11,3.54e-11,4.66e-11,6.03e-11,6.54e-10,6.65e-10,6.82e-10
80,0.74,3.8e-11,4.75e-11,7.34e-11,8.65e-12,1.09e-11,1.39e-11,3.5e-11,4.61e-11,5.98e-11,6.51e-10,6.63e-10,6.8e-10
85,0.74,3.77e-11,4.71e-11,7.26e-11,8.63e-12,1.08e-11,1.38e-11,3.46e-11,4.55e-11,5.94e-11,6.49e-10,6.6e-10,6.79e-10
90,0.74,3.75e-11,4.67e-11,7.19e-11,8.61e-12,1.08e-11,1.38e-11,3.42e-11,4.5e-11,5.89e-11,6.47e-10,6.58e-10,6.77e-10
95,0.74,3.72e-11,4.63e-11,7.11e-11,8.59e-12,1.08e-11,1.37e-11,3.38e-11,4.45e-11,5.84e-11,6.45e-10,6.56e-10,6.75e-10
100,0.74,3.69e-11,4.59e-11,7.03e-11,8.57e-12,1.07e-11,1.36e-11,3.35e-11,4.39e-11,5.8e-11,6.42e-10,6.54e-10,6.74e-10
105,0.74,3.66e-11,4.55e-11,6.95e-11,8.55e-12,1.07e-11,1.35e-11,3.31e-11,4.34e-11,5.75e-11,6.4e-10,6.51e-10,6.72e-10
110,0.74,3.63e-11,4.51e-11,6.88e-11,8.53e-12,1.07e-11,1.35e-11,3.27e-11,4.28e-11,5.71e-11,6.38e-10,6.49e-10,6.7e-10
115,0.74,3.61e-11,4.47e-11,6.8e-11,8.51e-12,1.06e-11,1.34e-11,3.23e-11,4.23e-11,5.67e-11,6.35e-10,6.47e-10,6.68e-10
120,0.74,3.58e-11,4.43e-11,6.72e-11,8.49e-12,1.06e-11,1.33e-11,3.19e-11,4.17e-11,5.63e-11,6.33e-10,6.44e-10,6.66e-10
125,0.74,3.55e-11,4.39e-11,6.64e-11,8.46e-12,1.06e-11,1.32e-11,3.15e-11,4.12e-11,5.59e-11,6.3e-10,6.42e-10,6.64e-10
130,0.74,3.52e-11,4.35e-11,6.56e-11,8.44e-12,1.05e-11,1.32e-11,3.11e-11,4.06e-11,5.55e-11,6.28e-10,6.39e-10,6.62e-10
-20,0.76,4.06e-11,5.09e-11,8.21e-11,8.71e-12,1.09e-11,1.43e-11,4e-11,5.04e-11,6.41e-11,6.41e-10,6.51e-10,6.52e-10
-15,0.76,4.04e-11,5.06e-11,8.15e-11,8.69e-12,1.09e-11,1.43e-11,3.97e-11,5.01e-11,6.37e-11,6.4e-10,6.51e-10,6.52e-10
-10,0.76,4.03e-11,5.04e-11,8.08e-11,8.68e-12,1.09e-11,1.42e-11,3.94e-11,4.97e-11,6.33e-11,6.39e-10,6.5e-10,6.53e-10
-5,0.76,4.01e-11,5.01e-11,8.02e-11,8.67e-12,1.09e-11,1.42e-11,3.9e-11,4.93e-11,6.29e-11,6.38e-10,6.49e-10,6.53e-10
0,0.76,3.99e-11,4.99e-11,7.95e-11,8.66e-12,1.09e-11,1.41e-11,3.87e-11,4.9e-11,6.25e-11,6.37e-10,6.48e-10,6.53e-10
5,0.76,3.97e-11,4.96e-11,7.88e-11,8.64e-12,1.09e-11,1.41e-11,3.84e-11,4.86e-11,6.21e-11,6.36e-10,6.47e-10,6.52e-10
10,0.76,3.95e-11,4.94e-11,7.81e-11,8.63e-12,1.08e-11,1.4e-11,3.81e-11,4.83e-11,6.16e-11,6.35e-10,6.46e-10,6.52e-10
15,0.76,3.93e-11,4.91e-11,7.75e-11,8.62e-12,1.08e-11,1.4e-11,3.78e-11,4.8e-11,6.12e-11,6.34e-10,6.45e-10,6.52e-10
20,0.76,3.91e-11,4.88e-11,7.68e-11,8.6e-12,1.08e-11,1.39e-11,3.74e-11,4.77e-11,6.08e-11,6.33e-10,6.43e-10,6.51e-10
25,0.76,3.89e-11,4.85e-11,7.61e-11,8.59e-12,1.08e-11,1.39e-11,3.71e-11,4.74e-11,6.03e-11,6.32e-10,6.42e-10,6.51e-10
30,0.76,3.87e-11,4.83e-11,7.54e-11,8.57e-12,1.07e-11,1.38e-11,3.68e-11,4.71e-11,5.99e-11,6.3e-10,6.41e-10,6.5e-10
35,0.76,3.85e-11,4.8e-11,7.48e-11,8.56e-12,1.07e-11,1.38e-11,3.64e-11,4.68e-11,5.94e-11,6.29e-10,6.39e-10,6.5e-10
40,0.76,3.83e-11,4.77e-11,7.41e-11,8.54e-12,1.07e-11,1.37e-11,3.61e-11,4.65e-11,5.9e-11,6.27e-10,6.38e-10,6.49e-10
45,0.76,3.8e-11,4.74e-11,7.34e-11,8.53e-12,1.07e-11,1.37e-11,3.58e-11,4.61e-11,5.86e-11,6.26e-10,6.37e-10,6.48e-10
50,0.76,3.78e-11,4.7e-11,7.27e-11,8.51e-12,1.06e-11,1.36e-11,3.54e-11,4.58e-11,5.81e-11,6.24e-10,6.35e-10,6.48e-10
55,0.76,3.75e-11,4.67e-11,7.2e-11,8.5e-12,1.06e-11,1.35e-11,3.51e-11,4.55e-11,5.77e-11,6.23e-10,6.34e-10,6.47e-10
60,0.76,3.73e-11,4.64e-11,7.13e-11,8.48e-12,1.06e-11,1.35e-11,3.47e-11,4.51e-11,5.72e-11,6.21e-10,6.32e-10,6.46e-10
65,0.76,3.7e-11,4.61e-11,7.06e-11,8.46e-12,1.06e-11,1.34e-11,3.43e-11,4.47e-11,5.68e-11,6.2e-10,6.3e-10,6.45e-10
70,0.76,3.68e-11,4.57e-11,6.99e-11,8.45e-12,1.05e-11,1.34e-11,3.4e-11,4.42e-11,5.64e-11,6.18e-10,6.29e-10,6.44e-10
75,0.76,3.65e-11,4.54e-11,6.93e-11,8.43e-12,1.05e-11,1.33e-11,3.36e-11,4.38e-11,5.59e-11,6.16e-10,6.27e-10,6.43e-10
80,0.76,3.63e-11,4.5e-11,6.86e-11,8.41e-12,1.05e-11,1.32e-11,3.32e-11,4.33e-11,5.55e-11,6.15e-10,6.25e-10,6.42e-10
85,0.76,3.6e-11,4.46e-11,6.79e-11,8.39e-12,1.05e-11,1.32e-11,3.29e-11,4.29e-11,5.51e-11,6.13e-10,6.24e-10,6.41e-10
90,0.76,3.57e-11,4.43e-11,6.72e-11,8.38e-12,1.04e-11,1.31e-11,3.25e-11,4.24e-11,5.46e-11,6.11e-10,6.22e-10,6.4e-10
95,0.76,3.55e-11,4.39e-11,6.65e-11,8.36e-12,1.04e-11,1.31e-11,3.21e-11,4.19e-11,5.42e-11,6.09e-10,6.2e-10,6.38e-10
100,0.76,3.52e-11,4.36e-11,6.58e-11,8.34e-12,1.04e-11,1.3e-11,3.18e-11,4.14e-11,5.38e-11,6.08e-10,6.18e-10,6.37e-10
105,0.76,3.5e-11,4.32e-11,6.51e-11,8.32e-12,1.03e-11,1.29e-11,3.14e-11,4.09e-11,5.34e-11,6.06e-10,6.16e-10,6.36e-10
110,0.76,3.47e-11,4.28e-11,6.43e-11,8.3e-12,1.03e-11,1.29e-11,3.11e-11,4.04e-11,5.29e-11,6.04e-10,6.15e-10,6.35e-10
115,0.76,3.44e-11,4.25e-11,6.36e-11,8.29e-12,1.03e-11,1.28e-11,3.07e-11,3.99e-11,5.25e-11,6.02e-10,6.13e-10,6.33e-10
120,0.76,3.42e-11,4.21e-11,6.29e-11,8.27e-12,1.03e-11,1.27e-11,3.03e-11,3.94e-11,5.21e-11,6e-10,6.11e-10,6.32e-10
125,0.76,3.39e-11,4.17e-11,6.22e-11,8.25e-12,1.02e-11,1.27e-11,3e-11,3.88e-11,5.17e-11,5.98e-10,6.09e-10,6.3e-10
130,0.76,3.36e-11,4.13e-11,6.15e-11,8.23e-12,1.02e-11,1.26e-11,2.96e-11,3.83e-11,5.13e-11,5.96e-10,6.06e-10,6.28e-10
-20,0.78,3.87e-11,4.82e-11,7.65e-11,8.44e-12,1.05e-11,1.36e-11,3.78e-11,4.74e-11,5.94e-11,6e-10,6.1e-10,6.11e-10
-15,0.78,3.86e-11,4.8e-11,7.59e-11,8.44e-12,1.05e-11,1.36e-11,3.75e-11,4.7e-11,5.91e-11,6e-10,6.1e-10,6.11e-10
-10,0.78,3.84e-11,4.77e-11,7.54e-11,8.43e-12,1.05e-11,1.35e-11,3.73e-11,4.67e-11,5.87e-11,5.99e-10,6.09e-10,6.12e-10
-5,0.78,3.83e-11,4.75e-11,7.48e-11,8.42e-12,1.05e-11,1.35e-11,3.7e-11,4.63e-11,5.84e-11,5.99e-10,6.09e-10,6.12e-10
0,0.78,3.81e-11,4.73e-11,7.42e-11,8.41e-12,1.05e-11,1.35e-11,3.67e-11,4.6e-11,5.8e-11,5.98e-10,6.08e-10,6.12e-10
5,0.78,3.79e-11,4.71e-11,7.36e-11,8.4e-12,1.05e-11,1.34e-11,3.64e-11,4.57e-11,5.76e-11,5.98e-10,6.08e-10,6.13e-10
10,0.78,3.77e-11,4.68e-11,7.3e-11,8.39e-12,1.05e-11,1.34e-11,3.61e-11,4.53e-11,5.73e-11,5.97e-10,6.07e-10,6.13e-10
15,0.78,3.76e-11,4.66e-11,7.24e-11,8.37e-12,1.04e-11,1.33e-11,3.58e-11,4.5e-11,5.69e-11,5.96e-10,6.06e-10,6.13e-10
20,0.78,3.74e-11,4.63e-11,7.18e-11,8.36e-12,1.04e-11,1.33e-11,3.55e-11,4.47e-11,5.65e-11,5.95e-10,6.06e-10,6.13e-10
25,0.78,3.72e-11,4.61e-11,7.11e-11,8.35e-12,1.04e-11,1.32e-11,3.52e-11,4.44e-11,5.61e-11,5.95e-10,6.05e-10,6.13e-10
30,0.78,3.7e-11,4.58e-11,7.05e-11,8.34e-12,1.04e-11,1.32e-11,3.49e-11,4.41e-11,5.57e-11,5.94e-10,6.04e-10,6.13e-10
35,0.78,3.68e-11,4.55e-11,6.99e-11,8.33e-12,1.04e-11,1.31e-11,3.46e-11,4.38e-11,5.53e-11,5.93e-10,6.03e-10,6.13e-10
40,0.78,3.65e-11,4.53e-11,6.93e-11,8.31e-12,1.03e-11,1.31e-11,3.43e-11,4.35e-11,5.49e-11,5.92e-10,6.02e-10,6.12e-10
45,0.78,3.63e-11,4.5e-11,6.87e-11,8.3e-12,1.03e-11,1.3e-11,3.4e-11,4.32e-11,5.45e-11,5.91e-10,6.01e-10,6.12e-10
50,0.78,3.61e-11,4.47e-11,6.81e-11,8.28e-12,1.03e-11,1.3e-11,3.37e-11,4.29e-11,5.41e-11,5.9e-10,6e-10,6.12e-10
55,0.78,3.59e-11,4.44e-11,6.74e-11,8.27e-12,1.03e-11,1.29e-11,3.33e-11,4.27e-11,5.37e-11,5.88e-10,5.99e-10,6.11e-10
60,0.78,3.56e-11,4.41e-11,6.68e-11,8.26e-12,1.03e-11,1.29e-11,3.3e-11,4.23e-11,5.33e-11,5.87e-10,5.97e-10,6.11e-10
65,0.78,3.54e-11,4.38e-11,6.62e-11,8.24e-12,1.02e-11,1.28e-11,3.27e-11,4.2e-11,5.29e-11,5.86e-10,5.96e-10,6.1e-10
70,0.78,3.51e-11,4.34e-11,6.56e-11,8.23e-12,1.02e-11,1.28e-11,3.23e-11,4.17e-11,5.25e-11,5.85e-10,5.95e-10,6.09e-10
75,0.78,3.49e-11,4.31e-11,6.49e-11,8.21e-12,1.02e-11,1.27e-11,3.2e-11,4.13e-11,5.21e-11,5.84e-10,5.94e-10,6.09e-10
80,0.78,3.47e-11,4.28e-11,6.43e-11,8.2e-12,1.02e-11,1.27e-11,3.16e-11,4.09e-11,5.17e-11,5.82e-10,5.92e-10,6.08e-10
