Temp,Vdd,fcnt_nd_slvt,fcnt_nd_lvt,fcnt_nd_rvt,fcnt_inv_slvt,fcnt_inv_lvt,fcnt_inv_rvt,fcnt_nr_slvt,fcnt_nr_lvt,fcnt_nr_rvt,fcnt_egu,fcnt_egv,fcnt_eg
85,0.78,3.44e-11,4.25e-11,6.37e-11,8.18e-12,1.01e-11,1.26e-11,3.13e-11,4.04e-11,5.13e-11,5.81e-10,5.91e-10,6.07e-10
90,0.78,3.42e-11,4.21e-11,6.3e-11,8.17e-12,1.01e-11,1.26e-11,3.09e-11,4e-11,5.09e-11,5.79e-10,5.9e-10,6.07e-10
95,0.78,3.39e-11,4.18e-11,6.24e-11,8.15e-12,1.01e-11,1.25e-11,3.06e-11,3.95e-11,5.05e-11,5.78e-10,5.88e-10,6.06e-10
100,0.78,3.37e-11,4.15e-11,6.17e-11,8.14e-12,1.01e-11,1.25e-11,3.03e-11,3.91e-11,5.01e-11,5.77e-10,5.87e-10,6.05e-10
105,0.78,3.34e-11,4.11e-11,6.11e-11,8.12e-12,1e-11,1.24e-11,2.99e-11,3.86e-11,4.97e-11,5.75e-10,5.85e-10,6.04e-10
110,0.78,3.32e-11,4.08e-11,6.04e-11,8.1e-12,1e-11,1.23e-11,2.96e-11,3.81e-11,4.93e-11,5.74e-10,5.84e-10,6.03e-10
115,0.78,3.3e-11,4.04e-11,5.98e-11,8.09e-12,9.98e-12,1.23e-11,2.92e-11,3.77e-11,4.89e-11,5.72e-10,5.82e-10,6.02e-10
120,0.78,3.27e-11,4.01e-11,5.91e-11,8.07e-12,9.96e-12,1.22e-11,2.89e-11,3.72e-11,4.85e-11,5.7e-10,5.81e-10,6.01e-10
125,0.78,3.25e-11,3.98e-11,5.85e-11,8.06e-12,9.93e-12,1.22e-11,2.86e-11,3.67e-11,4.81e-11,5.69e-10,5.79e-10,5.99e-10
130,0.78,3.22e-11,3.94e-11,5.78e-11,8.04e-12,9.9e-12,1.21e-11,2.82e-11,3.62e-11,4.77e-11,5.67e-10,5.77e-10,5.98e-10
-20,0.8,3.7e-11,4.58e-11,7.17e-11,8.21e-12,1.02e-11,1.3e-11,3.58e-11,4.46e-11,5.54e-11,5.65e-10,5.74e-10,5.75e-10
-15,0.8,3.69e-11,4.56e-11,7.11e-11,8.21e-12,1.02e-11,1.3e-11,3.56e-11,4.43e-11,5.51e-11,5.65e-10,5.74e-10,5.75e-10
-10,0.8,3.67e-11,4.54e-11,7.06e-11,8.2e-12,1.02e-11,1.29e-11,3.53e-11,4.4e-11,5.48e-11,5.65e-10,5.74e-10,5.76e-10
-5,0.8,3.66e-11,4.52e-11,7.01e-11,8.19e-12,1.02e-11,1.29e-11,3.51e-11,4.37e-11,5.45e-11,5.64e-10,5.74e-10,5.77e-10
0,0.8,3.64e-11,4.5e-11,6.95e-11,8.19e-12,1.01e-11,1.29e-11,3.48e-11,4.33e-11,5.42e-11,5.64e-10,5.74e-10,5.77e-10
5,0.8,3.63e-11,4.48e-11,6.9e-11,8.18e-12,1.01e-11,1.28e-11,3.46e-11,4.3e-11,5.38e-11,5.64e-10,5.73e-10,5.78e-10
10,0.8,3.61e-11,4.46e-11,6.84e-11,8.17e-12,1.01e-11,1.28e-11,3.43e-11,4.27e-11,5.35e-11,5.63e-10,5.73e-10,5.78e-10
15,0.8,3.59e-11,4.43e-11,6.79e-11,8.16e-12,1.01e-11,1.28e-11,3.41e-11,4.24e-11,5.31e-11,5.63e-10,5.73e-10,5.79e-10
20,0.8,3.58e-11,4.41e-11,6.73e-11,8.15e-12,1.01e-11,1.27e-11,3.38e-11,4.21e-11,5.28e-11,5.63e-10,5.72e-10,5.79e-10
25,0.8,3.56e-11,4.39e-11,6.68e-11,8.14e-12,1.01e-11,1.27e-11,3.35e-11,4.18e-11,5.25e-11,5.62e-10,5.72e-10,5.79e-10
30,0.8,3.54e-11,4.36e-11,6.62e-11,8.13e-12,1.01e-11,1.26e-11,3.32e-11,4.15e-11,5.21e-11,5.61e-10,5.71e-10,5.79e-10
35,0.8,3.52e-11,4.34e-11,6.57e-11,8.12e-12,1e-11,1.26e-11,3.29e-11,4.12e-11,5.18e-11,5.61e-10,5.71e-10,5.8e-10
40,0.8,3.5e-11,4.31e-11,6.51e-11,8.1e-12,1e-11,1.26e-11,3.27e-11,4.09e-11,5.14e-11,5.6e-10,5.7e-10,5.8e-10
45,0.8,3.48e-11,4.28e-11,6.46e-11,8.09e-12,1e-11,1.25e-11,3.24e-11,4.06e-11,5.1e-11,5.59e-10,5.69e-10,5.8e-10
50,0.8,3.45e-11,4.26e-11,6.4e-11,8.08e-12,9.99e-12,1.25e-11,3.2e-11,4.04e-11,5.07e-11,5.59e-10,5.68e-10,5.79e-10
55,0.8,3.43e-11,4.23e-11,6.34e-11,8.07e-12,9.97e-12,1.24e-11,3.17e-11,4.01e-11,5.03e-11,5.58e-10,5.68e-10,5.79e-10
60,0.8,3.41e-11,4.2e-11,6.29e-11,8.06e-12,9.95e-12,1.24e-11,3.14e-11,3.98e-11,4.99e-11,5.57e-10,5.67e-10,5.79e-10
65,0.8,3.39e-11,4.17e-11,6.23e-11,8.04e-12,9.93e-12,1.23e-11,3.11e-11,3.95e-11,4.96e-11,5.56e-10,5.66e-10,5.79e-10
70,0.8,3.37e-11,4.14e-11,6.17e-11,8.03e-12,9.91e-12,1.23e-11,3.08e-11,3.92e-11,4.92e-11,5.55e-10,5.65e-10,5.79e-10
75,0.8,3.34e-11,4.11e-11,6.11e-11,8.02e-12,9.89e-12,1.22e-11,3.05e-11,3.89e-11,4.88e-11,5.54e-10,5.64e-10,5.78e-10
80,0.8,3.32e-11,4.08e-11,6.05e-11,8.01e-12,9.87e-12,1.22e-11,3.01e-11,3.85e-11,4.84e-11,5.53e-10,5.63e-10,5.78e-10
85,0.8,3.3e-11,4.05e-11,6e-11,7.99e-12,9.85e-12,1.21e-11,2.98e-11,3.82e-11,4.81e-11,5.52e-10,5.62e-10,5.77e-10
90,0.8,3.28e-11,4.02e-11,5.94e-11,7.98e-12,9.83e-12,1.21e-11,2.95e-11,3.78e-11,4.77e-11,5.51e-10,5.61e-10,5.77e-10
95,0.8,3.25e-11,3.99e-11,5.88e-11,7.97e-12,9.8e-12,1.2e-11,2.92e-11,3.74e-11,4.73e-11,5.5e-10,5.6e-10,5.76e-10
100,0.8,3.23e-11,3.96e-11,5.82e-11,7.95e-12,9.78e-12,1.2e-11,2.88e-11,3.69e-11,4.69e-11,5.49e-10,5.59e-10,5.76e-10
105,0.8,3.21e-11,3.93e-11,5.76e-11,7.94e-12,9.76e-12,1.19e-11,2.85e-11,3.65e-11,4.66e-11,5.48e-10,5.58e-10,5.75e-10
110,0.8,3.19e-11,3.89e-11,5.7e-11,7.93e-12,9.74e-12,1.19e-11,2.82e-11,3.61e-11,4.62e-11,5.46e-10,5.56e-10,5.74e-10
115,0.8,3.16e-11,3.86e-11,5.64e-11,7.91e-12,9.71e-12,1.18e-11,2.79e-11,3.57e-11,4.58e-11,5.45e-10,5.55e-10,5.74e-10
120,0.8,3.14e-11,3.83e-11,5.58e-11,7.9e-12,9.69e-12,1.18e-11,2.76e-11,3.52e-11,4.54e-11,5.44e-10,5.54e-10,5.73e-10
125,0.8,3.12e-11,3.8e-11,5.52e-11,7.89e-12,9.67e-12,1.17e-11,2.73e-11,3.48e-11,4.5e-11,5.42e-10,5.52e-10,5.72e-10
130,0.8,3.09e-11,3.77e-11,5.45e-11,7.88e-12,9.64e-12,1.17e-11,2.69e-11,3.43e-11,4.46e-11,5.41e-10,5.51e-10,5.71e-10
-20,0.82,3.55e-11,4.37e-11,6.74e-11,8.01e-12,9.88e-12,1.25e-11,3.4e-11,4.22e-11,5.2e-11,5.34e-10,5.43e-10,5.43e-10
-15,0.82,3.54e-11,4.35e-11,6.69e-11,8.01e-12,9.87e-12,1.25e-11,3.38e-11,4.19e-11,5.17e-11,5.34e-10,5.43e-10,5.44e-10
-10,0.82,3.52e-11,4.33e-11,6.64e-11,8e-12,9.86e-12,1.24e-11,3.35e-11,4.16e-11,5.14e-11,5.34e-10,5.43e-10,5.45e-10
-5,0.82,3.51e-11,4.31e-11,6.6e-11,7.99e-12,9.85e-12,1.24e-11,3.33e-11,4.13e-11,5.11e-11,5.34e-10,5.43e-10,5.46e-10
0,0.82,3.49e-11,4.29e-11,6.55e-11,7.99e-12,9.84e-12,1.24e-11,3.31e-11,4.1e-11,5.08e-11,5.34e-10,5.43e-10,5.47e-10
5,0.82,3.48e-11,4.27e-11,6.5e-11,7.98e-12,9.83e-12,1.23e-11,3.28e-11,4.07e-11,5.05e-11,5.34e-10,5.43e-10,5.47e-10
10,0.82,3.46e-11,4.25e-11,6.45e-11,7.97e-12,9.82e-12,1.23e-11,3.26e-11,4.04e-11,5.02e-11,5.34e-10,5.43e-10,5.48e-10
15,0.82,3.45e-11,4.23e-11,6.4e-11,7.96e-12,9.81e-12,1.23e-11,3.24e-11,4.01e-11,4.99e-11,5.34e-10,5.43e-10,5.49e-10
20,0.82,3.43e-11,4.21e-11,6.35e-11,7.95e-12,9.8e-12,1.22e-11,3.21e-11,3.98e-11,4.96e-11,5.33e-10,5.43e-10,5.49e-10
25,0.82,3.41e-11,4.19e-11,6.3e-11,7.94e-12,9.79e-12,1.22e-11,3.19e-11,3.95e-11,4.93e-11,5.33e-10,5.42e-10,5.5e-10
30,0.82,3.39e-11,4.17e-11,6.24e-11,7.94e-12,9.77e-12,1.22e-11,3.16e-11,3.92e-11,4.89e-11,5.33e-10,5.42e-10,5.5e-10
35,0.82,3.37e-11,4.14e-11,6.19e-11,7.93e-12,9.76e-12,1.21e-11,3.14e-11,3.89e-11,4.86e-11,5.32e-10,5.42e-10,5.5e-10
40,0.82,3.36e-11,4.12e-11,6.14e-11,7.92e-12,9.74e-12,1.21e-11,3.11e-11,3.86e-11,4.83e-11,5.32e-10,5.41e-10,5.51e-10
45,0.82,3.34e-11,4.09e-11,6.09e-11,7.91e-12,9.73e-12,1.2e-11,3.08e-11,3.83e-11,4.8e-11,5.32e-10,5.41e-10,5.51e-10
50,0.82,3.32e-11,4.07e-11,6.04e-11,7.9e-12,9.71e-12,1.2e-11,3.06e-11,3.81e-11,4.76e-11,5.31e-10,5.4e-10,5.51e-10
55,0.82,3.29e-11,4.04e-11,5.99e-11,7.89e-12,9.7e-12,1.2e-11,3.03e-11,3.78e-11,4.73e-11,5.31e-10,5.4e-10,5.51e-10
60,0.82,3.27e-11,4.01e-11,5.93e-11,7.88e-12,9.68e-12,1.19e-11,3e-11,3.75e-11,4.69e-11,5.3e-10,5.39e-10,5.51e-10
65,0.82,3.25e-11,3.99e-11,5.88e-11,7.87e-12,9.66e-12,1.19e-11,2.97e-11,3.72e-11,4.66e-11,5.29e-10,5.39e-10,5.51e-10
70,0.82,3.23e-11,3.96e-11,5.83e-11,7.86e-12,9.65e-12,1.18e-11,2.94e-11,3.69e-11,4.63e-11,5.29e-10,5.38e-10,5.51e-10
75,0.82,3.21e-11,3.93e-11,5.77e-11,7.85e-12,9.63e-12,1.18e-11,2.91e-11,3.66e-11,4.59e-11,5.28e-10,5.37e-10,5.51e-10
80,0.82,3.19e-11,3.9e-11,5.72e-11,7.84e-12,9.61e-12,1.18e-11,2.88e-11,3.63e-11,4.56e-11,5.27e-10,5.37e-10,5.51e-10
85,0.82,3.17e-11,3.87e-11,5.67e-11,7.83e-12,9.59e-12,1.17e-11,2.85e-11,3.6e-11,4.52e-11,5.26e-10,5.36e-10,5.5e-10
90,0.82,3.15e-11,3.84e-11,5.61e-11,7.81e-12,9.57e-12,1.17e-11,2.81e-11,3.57e-11,4.49e-11,5.26e-10,5.35e-10,5.5e-10
95,0.82,3.13e-11,3.82e-11,5.56e-11,7.8e-12,9.55e-12,1.16e-11,2.78e-11,3.53e-11,4.45e-11,5.25e-10,5.34e-10,5.5e-10
100,0.82,3.11e-11,3.79e-11,5.5e-11,7.79e-12,9.53e-12,1.16e-11,2.75e-11,3.5e-11,4.41e-11,5.24e-10,5.33e-10,5.5e-10
105,0.82,3.08e-11,3.76e-11,5.44e-11,7.78e-12,9.51e-12,1.15e-11,2.72e-11,3.46e-11,4.38e-11,5.23e-10,5.32e-10,5.49e-10
110,0.82,3.06e-11,3.73e-11,5.39e-11,7.77e-12,9.49e-12,1.15e-11,2.69e-11,3.42e-11,4.34e-11,5.22e-10,5.31e-10,5.49e-10
115,0.82,3.04e-11,3.7e-11,5.33e-11,7.76e-12,9.47e-12,1.14e-11,2.66e-11,3.38e-11,4.3e-11,5.21e-10,5.3e-10,5.48e-10
120,0.82,3.02e-11,3.67e-11,5.28e-11,7.75e-12,9.45e-12,1.14e-11,2.64e-11,3.34e-11,4.26e-11,5.2e-10,5.29e-10,5.48e-10
125,0.82,3e-11,3.64e-11,5.22e-11,7.74e-12,9.43e-12,1.13e-11,2.61e-11,3.3e-11,4.23e-11,5.19e-10,5.28e-10,5.47e-10
130,0.82,2.98e-11,3.61e-11,5.16e-11,7.73e-12,9.41e-12,1.13e-11,2.58e-11,3.26e-11,4.19e-11,5.17e-10,5.27e-10,5.46e-10
-20,0.84,3.41e-11,4.18e-11,6.36e-11,7.83e-12,9.6e-12,1.2e-11,3.24e-11,4.01e-11,4.89e-11,5.06e-10,5.15e-10,5.15e-10
-15,0.84,3.4e-11,4.16e-11,6.32e-11,7.82e-12,9.6e-12,1.2e-11,3.22e-11,3.98e-11,4.87e-11,5.07e-10,5.15e-10,5.16e-10
-10,0.84,3.39e-11,4.14e-11,6.28e-11,7.82e-12,9.59e-12,1.2e-11,3.19e-11,3.95e-11,4.84e-11,5.07e-10,5.16e-10,5.17e-10
-5,0.84,3.37e-11,4.13e-11,6.23e-11,7.81e-12,9.58e-12,1.19e-11,3.17e-11,3.92e-11,4.81e-11,5.07e-10,5.16e-10,5.18e-10
0,0.84,3.36e-11,4.11e-11,6.19e-11,7.81e-12,9.58e-12,1.19e-11,3.15e-11,3.89e-11,4.79e-11,5.07e-10,5.16e-10,5.19e-10
5,0.84,3.34e-11,4.09e-11,6.14e-11,7.8e-12,9.57e-12,1.19e-11,3.13e-11,3.86e-11,4.76e-11,5.07e-10,5.16e-10,5.2e-10
10,0.84,3.33e-11,4.07e-11,6.1e-11,7.8e-12,9.56e-12,1.19e-11,3.1e-11,3.83e-11,4.73e-11,5.07e-10,5.16e-10,5.21e-10
15,0.84,3.31e-11,4.05e-11,6.05e-11,7.79e-12,9.55e-12,1.18e-11,3.08e-11,3.8e-11,4.7e-11,5.07e-10,5.16e-10,5.22e-10
20,0.84,3.3e-11,4.03e-11,6e-11,7.78e-12,9.54e-12,1.18e-11,3.06e-11,3.77e-11,4.67e-11,5.07e-10,5.16e-10,5.22e-10
25,0.84,3.28e-11,4.01e-11,5.96e-11,7.77e-12,9.53e-12,1.18e-11,3.04e-11,3.74e-11,4.64e-11,5.07e-10,5.16e-10,5.23e-10
30,0.84,3.26e-11,3.99e-11,5.91e-11,7.77e-12,9.52e-12,1.17e-11,3.01e-11,3.72e-11,4.61e-11,5.07e-10,5.16e-10,5.24e-10
35,0.84,3.24e-11,3.97e-11,5.86e-11,7.76e-12,9.51e-12,1.17e-11,2.99e-11,3.69e-11,4.58e-11,5.07e-10,5.16e-10,5.24e-10
40,0.84,3.23e-11,3.94e-11,5.81e-11,7.75e-12,9.49e-12,1.17e-11,2.97e-11,3.66e-11,4.55e-11,5.07e-10,5.16e-10,5.25e-10
45,0.84,3.21e-11,3.92e-11,5.77e-11,7.74e-12,9.48e-12,1.16e-11,2.94e-11,3.63e-11,4.52e-11,5.07e-10,5.16e-10,5.25e-10
50,0.84,3.19e-11,3.9e-11,5.72e-11,7.74e-12,9.47e-12,1.16e-11,2.91e-11,3.6e-11,4.49e-11,5.06e-10,5.15e-10,5.25e-10
55,0.84,3.17e-11,3.87e-11,5.67e-11,7.73e-12,9.45e-12,1.16e-11,2.89e-11,3.57e-11,4.46e-11,5.06e-10,5.15e-10,5.26e-10
60,0.84,3.15e-11,3.85e-11,5.62e-11,7.72e-12,9.44e-12,1.15e-11,2.86e-11,3.54e-11,4.43e-11,5.06e-10,5.15e-10,5.26e-10
65,0.84,3.13e-11,3.82e-11,5.57e-11,7.71e-12,9.42e-12,1.15e-11,2.83e-11,3.52e-11,4.4e-11,5.05e-10,5.14e-10,5.26e-10
70,0.84,3.11e-11,3.79e-11,5.52e-11,7.7e-12,9.41e-12,1.15e-11,2.8e-11,3.49e-11,4.36e-11,5.05e-10,5.14e-10,5.26e-10
75,0.84,3.09e-11,3.77e-11,5.47e-11,7.69e-12,9.39e-12,1.14e-11,2.78e-11,3.46e-11,4.33e-11,5.04e-10,5.13e-10,5.26e-10
80,0.84,3.07e-11,3.74e-11,5.42e-11,7.69e-12,9.37e-12,1.14e-11,2.75e-11,3.43e-11,4.3e-11,5.04e-10,5.13e-10,5.26e-10
85,0.84,3.05e-11,3.71e-11,5.37e-11,7.68e-12,9.36e-12,1.13e-11,2.72e-11,3.4e-11,4.27e-11,5.03e-10,5.12e-10,5.26e-10
90,0.84,3.03e-11,3.69e-11,5.32e-11,7.67e-12,9.34e-12,1.13e-11,2.69e-11,3.37e-11,4.23e-11,5.03e-10,5.12e-10,5.26e-10
95,0.84,3.01e-11,3.66e-11,5.27e-11,7.66e-12,9.33e-12,1.13e-11,2.66e-11,3.34e-11,4.2e-11,5.02e-10,5.11e-10,5.26e-10
100,0.84,2.99e-11,3.63e-11,5.22e-11,7.65e-12,9.31e-12,1.12e-11,2.63e-11,3.31e-11,4.16e-11,5.01e-10,5.1e-10,5.26e-10
105,0.84,2.97e-11,3.6e-11,5.16e-11,7.64e-12,9.29e-12,1.12e-11,2.61e-11,3.28e-11,4.13e-11,5.01e-10,5.1e-10,5.26e-10
110,0.84,2.95e-11,3.58e-11,5.11e-11,7.63e-12,9.27e-12,1.11e-11,2.58e-11,3.24e-11,4.09e-11,5e-10,5.09e-10,5.25e-10
115,0.84,2.93e-11,3.55e-11,5.06e-11,7.62e-12,9.26e-12,1.11e-11,2.55e-11,3.21e-11,4.06e-11,4.99e-10,5.08e-10,5.25e-10
120,0.84,2.91e-11,3.52e-11,5.01e-11,7.61e-12,9.24e-12,1.1e-11,2.52e-11,3.17e-11,4.02e-11,4.98e-10,5.07e-10,5.25e-10
125,0.84,2.89e-11,3.49e-11,4.95e-11,7.6e-12,9.22e-12,1.1e-11,2.49e-11,3.13e-11,3.98e-11,4.97e-10,5.06e-10,5.24e-10
130,0.84,2.87e-11,3.46e-11,4.9e-11,7.59e-12,9.2e-12,1.1e-11,2.47e-11,3.1e-11,3.94e-11,4.96e-10,5.05e-10,5.24e-10
-20,0.86,3.29e-11,4.01e-11,6.03e-11,7.66e-12,9.36e-12,1.16e-11,3.09e-11,3.81e-11,4.63e-11,4.82e-10,4.9e-10,4.9e-10
-15,0.86,3.27e-11,3.99e-11,5.99e-11,7.66e-12,9.35e-12,1.16e-11,3.07e-11,3.78e-11,4.6e-11,4.82e-10,4.91e-10,4.91e-10
-10,0.86,3.26e-11,3.98e-11,5.95e-11,7.66e-12,9.35e-12,1.16e-11,3.05e-11,3.75e-11,4.58e-11,4.83e-10,4.91e-10,4.92e-10
-5,0.86,3.25e-11,3.96e-11,5.91e-11,7.65e-12,9.34e-12,1.16e-11,3.03e-11,3.73e-11,4.55e-11,4.83e-10,4.92e-10,4.94e-10
0,0.86,3.23e-11,3.94e-11,5.87e-11,7.65e-12,9.34e-12,1.15e-11,3.01e-11,3.7e-11,4.53e-11,4.83e-10,4.92e-10,4.95e-10
5,0.86,3.22e-11,3.92e-11,5.82e-11,7.64e-12,9.33e-12,1.15e-11,2.98e-11,3.67e-11,4.5e-11,4.84e-10,4.92e-10,4.96e-10
10,0.86,3.21e-11,3.91e-11,5.78e-11,7.64e-12,9.33e-12,1.15e-11,2.96e-11,3.64e-11,4.47e-11,4.84e-10,4.92e-10,4.97e-10
15,0.86,3.19e-11,3.89e-11,5.74e-11,7.63e-12,9.32e-12,1.15e-11,2.94e-11,3.62e-11,4.45e-11,4.84e-10,4.93e-10,4.98e-10
20,0.86,3.17e-11,3.87e-11,5.7e-11,7.63e-12,9.31e-12,1.14e-11,2.92e-11,3.59e-11,4.42e-11,4.84e-10,4.93e-10,4.98e-10
25,0.86,3.16e-11,3.85e-11,5.65e-11,7.62e-12,9.3e-12,1.14e-11,2.9e-11,3.56e-11,4.39e-11,4.84e-10,4.93e-10,4.99e-10
30,0.86,3.14e-11,3.83e-11,5.61e-11,7.62e-12,9.29e-12,1.14e-11,2.87e-11,3.53e-11,4.36e-11,4.84e-10,4.93e-10,5e-10
35,0.86,3.12e-11,3.81e-11,5.56e-11,7.61e-12,9.28e-12,1.13e-11,2.85e-11,3.5e-11,4.34e-11,4.84e-10,4.93e-10,5.01e-10
40,0.86,3.11e-11,3.79e-11,5.52e-11,7.61e-12,9.27e-12,1.13e-11,2.83e-11,3.48e-11,4.31e-11,4.84e-10,4.93e-10,5.01e-10
45,0.86,3.09e-11,3.76e-11,5.47e-11,7.6e-12,9.25e-12,1.13e-11,2.8e-11,3.45e-11,4.28e-11,4.84e-10,4.93e-10,5.02e-10
50,0.86,3.07e-11,3.74e-11,5.43e-11,7.59e-12,9.24e-12,1.12e-11,2.78e-11,3.42e-11,4.25e-11,4.84e-10,4.93e-10,5.02e-10
55,0.86,3.05e-11,3.72e-11,5.38e-11,7.59e-12,9.23e-12,1.12e-11,2.76e-11,3.39e-11,4.22e-11,4.84e-10,4.93e-10,5.03e-10
60,0.86,3.03e-11,3.69e-11,5.34e-11,7.58e-12,9.22e-12,1.12e-11,2.73e-11,3.36e-11,4.19e-11,4.84e-10,4.92e-10,5.03e-10
65,0.86,3.02e-11,3.67e-11,5.29e-11,7.57e-12,9.21e-12,1.11e-11,2.71e-11,3.33e-11,4.16e-11,4.83e-10,4.92e-10,5.03e-10
70,0.86,3e-11,3.64e-11,5.25e-11,7.57e-12,9.19e-12,1.11e-11,2.68e-11,3.3e-11,4.13e-11,4.83e-10,4.92e-10,5.04e-10
75,0.86,2.98e-11,3.62e-11,5.2e-11,7.56e-12,9.18e-12,1.11e-11,2.66e-11,3.27e-11,4.1e-11,4.83e-10,4.92e-10,5.04e-10
80,0.86,2.96e-11,3.59e-11,5.15e-11,7.55e-12,9.16e-12,1.1e-11,2.63e-11,3.24e-11,4.07e-11,4.83e-10,4.91e-10,5.04e-10
85,0.86,2.94e-11,3.57e-11,5.1e-11,7.54e-12,9.15e-12,1.1e-11,2.6e-11,3.21e-11,4.04e-11,4.82e-10,4.91e-10,5.04e-10
90,0.86,2.92e-11,3.54e-11,5.06e-11,7.54e-12,9.14e-12,1.1e-11,2.58e-11,3.19e-11,4.01e-11,4.82e-10,4.91e-10,5.04e-10
95,0.86,2.9e-11,3.52e-11,5.01e-11,7.53e-12,9.12e-12,1.09e-11,2.55e-11,3.16e-11,3.97e-11,4.81e-10,4.9e-10,5.04e-10
100,0.86,2.88e-11,3.49e-11,4.96e-11,7.52e-12,9.11e-12,1.09e-11,2.53e-11,3.13e-11,3.94e-11,4.81e-10,4.9e-10,5.04e-10
105,0.86,2.87e-11,3.46e-11,4.91e-11,7.51e-12,9.09e-12,1.08e-11,2.5e-11,3.1e-11,3.91e-11,4.8e-10,4.89e-10,5.04e-10
110,0.86,2.85e-11,3.44e-11,4.86e-11,7.51e-12,9.08e-12,1.08e-11,2.47e-11,3.07e-11,3.87e-11,4.8e-10,4.88e-10,5.04e-10
115,0.86,2.83e-11,3.41e-11,4.81e-11,7.5e-12,9.06e-12,1.08e-11,2.45e-11,3.04e-11,3.84e-11,4.79e-10,4.88e-10,5.04e-10
120,0.86,2.81e-11,3.39e-11,4.76e-11,7.49e-12,9.05e-12,1.07e-11,2.42e-11,3.01e-11,3.8e-11,4.78e-10,4.87e-10,5.04e-10
125,0.86,2.79e-11,3.36e-11,4.71e-11,7.48e-12,9.03e-12,1.07e-11,2.4e-11,2.98e-11,3.76e-11,4.77e-10,4.86e-10,5.03e-10
130,0.86,2.77e-11,3.33e-11,4.66e-11,7.48e-12,9.02e-12,1.06e-11,2.37e-11,2.94e-11,3.73e-11,4.76e-10,4.85e-10,5.03e-10
-20,0.88,3.17e-11,3.85e-11,5.73e-11,7.52e-12,9.14e-12,1.13e-11,2.96e-11,3.63e-11,4.39e-11,4.6e-10,4.68e-10,4.68e-10
-15,0.88,3.16e-11,3.84e-11,5.7e-11,7.51e-12,9.13e-12,1.13e-11,2.94e-11,3.61e-11,4.37e-11,4.6e-10,4.69e-10,4.69e-10
-10,0.88,3.15e-11,3.82e-11,5.66e-11,7.51e-12,9.13e-12,1.12e-11,2.92e-11,3.58e-11,4.34e-11,4.61e-10,4.69e-10,4.7e-10
-5,0.88,3.13e-11,3.81e-11,5.62e-11,7.51e-12,9.13e-12,1.12e-11,2.9e-11,3.55e-11,4.32e-11,4.61e-10,4.7e-10,4.71e-10
0,0.88,3.12e-11,3.79e-11,5.58e-11,7.51e-12,9.12e-12,1.12e-11,2.88e-11,3.53e-11,4.29e-11,4.62e-10,4.7e-10,4.73e-10
5,0.88,3.11e-11,3.77e-11,5.54e-11,7.5e-12,9.12e-12,1.12e-11,2.85e-11,3.5e-11,4.27e-11,4.62e-10,4.7e-10,4.74e-10
10,0.88,3.09e-11,3.76e-11,5.5e-11,7.5e-12,9.11e-12,1.11e-11,2.83e-11,3.47e-11,4.25e-11,4.63e-10,4.71e-10,4.75e-10
15,0.88,3.08e-11,3.74e-11,5.46e-11,7.5e-12,9.1e-12,1.11e-11,2.81e-11,3.45e-11,4.22e-11,4.63e-10,4.71e-10,4.76e-10
20,0.88,3.06e-11,3.72e-11,5.42e-11,7.49e-12,9.1e-12,1.11e-11,2.79e-11,3.42e-11,4.19e-11,4.63e-10,4.71e-10,4.77e-10
25,0.88,3.05e-11,3.7e-11,5.38e-11,7.49e-12,9.09e-12,1.11e-11,2.77e-11,3.39e-11,4.17e-11,4.63e-10,4.72e-10,4.78e-10
30,0.88,3.03e-11,3.68e-11,5.34e-11,7.48e-12,9.08e-12,1.1e-11,2.75e-11,3.36e-11,4.14e-11,4.64e-10,4.72e-10,4.78e-10
35,0.88,3.01e-11,3.66e-11,5.3e-11,7.48e-12,9.07e-12,1.1e-11,2.72e-11,3.34e-11,4.12e-11,4.64e-10,4.72e-10,4.79e-10
40,0.88,3e-11,3.64e-11,5.25e-11,7.47e-12,9.06e-12,1.1e-11,2.7e-11,3.31e-11,4.09e-11,4.64e-10,4.72e-10,4.8e-10
45,0.88,2.98e-11,3.62e-11,5.21e-11,7.47e-12,9.05e-12,1.1e-11,2.68e-11,3.28e-11,4.06e-11,4.64e-10,4.72e-10,4.81e-10
50,0.88,2.96e-11,3.6e-11,5.17e-11,7.46e-12,9.04e-12,1.09e-11,2.66e-11,3.25e-11,4.03e-11,4.64e-10,4.72e-10,4.81e-10
55,0.88,2.95e-11,3.58e-11,5.13e-11,7.46e-12,9.03e-12,1.09e-11,2.63e-11,3.22e-11,4.01e-11,4.64e-10,4.72e-10,4.82e-10
60,0.88,2.93e-11,3.55e-11,5.08e-11,7.45e-12,9.02e-12,1.09e-11,2.61e-11,3.2e-11,3.98e-11,4.64e-10,4.72e-10,4.82e-10
65,0.88,2.91e-11,3.53e-11,5.04e-11,7.45e-12,9.01e-12,1.08e-11,2.59e-11,3.17e-11,3.95e-11,4.64e-10,4.72e-10,4.83e-10
70,0.88,2.89e-11,3.51e-11,5e-11,7.44e-12,9e-12,1.08e-11,2.57e-11,3.14e-11,3.92e-11,4.64e-10,4.72e-10,4.83e-10
75,0.88,2.88e-11,3.48e-11,4.95e-11,7.44e-12,8.99e-12,1.08e-11,2.54e-11,3.11e-11,3.89e-11,4.63e-10,4.72e-10,4.84e-10
