Temp,Vdd,fcnt_nd_slvt,fcnt_nd_lvt,fcnt_nd_rvt,fcnt_inv_slvt,fcnt_inv_lvt,fcnt_inv_rvt,fcnt_nr_slvt,fcnt_nr_lvt,fcnt_nr_rvt,fcnt_egu,fcnt_egv,fcnt_eg
5,0.8,2.394e-11,2.868e-11,4.111e-11,6.048e-12,7.223e-12,9.017e-12,2.13e-11,2.618e-11,3.288e-11,3.272e-10,3.207e-10,3.24e-10
10,0.8,2.377e-11,2.846e-11,4.068e-11,6.045e-12,7.217e-12,8.987e-12,2.105e-11,2.585e-11,3.264e-11,3.278e-10,3.213e-10,3.251e-10
15,0.8,2.36e-11,2.824e-11,4.025e-11,6.042e-12,7.211e-12,8.957e-12,2.081e-11,2.551e-11,3.237e-11,3.284e-10,3.218e-10,3.262e-10
20,0.8,2.343e-11,2.801e-11,3.982e-11,6.038e-12,7.203e-12,8.926e-12,2.056e-11,2.517e-11,3.208e-11,3.29e-10,3.223e-10,3.272e-10
25,0.8,2.326e-11,2.779e-11,3.94e-11,6.035e-12,7.197e-12,8.894e-12,2.031e-11,2.484e-11,3.179e-11,3.296e-10,3.228e-10,3.282e-10
30,0.8,2.309e-11,2.756e-11,3.897e-11,6.032e-12,7.19e-12,8.862e-12,2.007e-11,2.451e-11,3.147e-11,3.301e-10,3.233e-10,3.291e-10
35,0.8,2.292e-11,2.734e-11,3.854e-11,6.028e-12,7.183e-12,8.83e-12,1.983e-11,2.417e-11,3.114e-11,3.306e-10,3.238e-10,3.301e-10
40,0.8,2.275e-11,2.711e-11,3.811e-11,6.025e-12,7.176e-12,8.797e-12,1.96e-11,2.384e-11,3.08e-11,3.311e-10,3.242e-10,3.309e-10
45,0.8,2.258e-11,2.688e-11,3.769e-11,6.021e-12,7.168e-12,8.764e-12,1.936e-11,2.351e-11,3.047e-11,3.315e-10,3.246e-10,3.318e-10
50,0.8,2.241e-11,2.665e-11,3.726e-11,6.018e-12,7.161e-12,8.731e-12,1.913e-11,2.319e-11,3.012e-11,3.319e-10,3.249e-10,3.326e-10
55,0.8,2.224e-11,2.642e-11,3.683e-11,6.015e-12,7.154e-12,8.697e-12,1.89e-11,2.286e-11,2.977e-11,3.323e-10,3.253e-10,3.334e-10
60,0.8,2.207e-11,2.62e-11,3.641e-11,6.012e-12,7.146e-12,8.664e-12,1.867e-11,2.253e-11,2.942e-11,3.326e-10,3.256e-10,3.341e-10
65,0.8,2.19e-11,2.597e-11,3.599e-11,6.008e-12,7.139e-12,8.631e-12,1.844e-11,2.22e-11,2.907e-11,3.33e-10,3.259e-10,3.349e-10
70,0.8,2.174e-11,2.574e-11,3.557e-11,6.005e-12,7.132e-12,8.596e-12,1.821e-11,2.188e-11,2.871e-11,3.333e-10,3.262e-10,3.356e-10
75,0.8,2.158e-11,2.552e-11,3.515e-11,6.002e-12,7.126e-12,8.562e-12,1.798e-11,2.155e-11,2.836e-11,3.336e-10,3.264e-10,3.362e-10
80,0.8,2.141e-11,2.529e-11,3.472e-11,5.999e-12,7.118e-12,8.529e-12,1.775e-11,2.123e-11,2.8e-11,3.338e-10,3.266e-10,3.369e-10
85,0.8,2.125e-11,2.507e-11,3.431e-11,5.996e-12,7.111e-12,8.495e-12,1.753e-11,2.091e-11,2.763e-11,3.341e-10,3.268e-10,3.375e-10
90,0.8,2.109e-11,2.485e-11,3.389e-11,5.994e-12,7.105e-12,8.462e-12,1.73e-11,2.058e-11,2.727e-11,3.343e-10,3.27e-10,3.38e-10
95,0.8,2.093e-11,2.463e-11,3.348e-11,5.991e-12,7.098e-12,8.428e-12,1.708e-11,2.026e-11,2.69e-11,3.344e-10,3.272e-10,3.386e-10
100,0.8,2.077e-11,2.441e-11,3.307e-11,5.988e-12,7.092e-12,8.393e-12,1.686e-11,1.994e-11,2.654e-11,3.346e-10,3.273e-10,3.391e-10
105,0.8,2.062e-11,2.419e-11,3.265e-11,5.985e-12,7.087e-12,8.359e-12,1.663e-11,1.963e-11,2.617e-11,3.347e-10,3.274e-10,3.396e-10
110,0.8,2.046e-11,2.397e-11,3.224e-11,5.983e-12,7.081e-12,8.326e-12,1.641e-11,1.931e-11,2.58e-11,3.349e-10,3.275e-10,3.4e-10
115,0.8,2.031e-11,2.376e-11,3.184e-11,5.98e-12,7.075e-12,8.293e-12,1.619e-11,1.9e-11,2.543e-11,3.349e-10,3.275e-10,3.405e-10
120,0.8,2.016e-11,2.353e-11,3.144e-11,5.978e-12,7.071e-12,8.259e-12,1.597e-11,1.868e-11,2.506e-11,3.35e-10,3.276e-10,3.409e-10
125,0.8,2e-11,2.333e-11,3.104e-11,5.976e-12,7.066e-12,8.226e-12,1.575e-11,1.838e-11,2.468e-11,3.35e-10,3.276e-10,3.412e-10
130,0.8,1.986e-11,2.311e-11,3.063e-11,5.973e-12,7.061e-12,8.194e-12,1.554e-11,1.807e-11,2.431e-11,3.35e-10,3.276e-10,3.415e-10
-20,0.82,2.398e-11,2.872e-11,4.137e-11,5.992e-12,7.134e-12,8.968e-12,2.177e-11,2.673e-11,3.239e-11,3.128e-10,3.068e-10,3.074e-10
-15,0.82,2.382e-11,2.852e-11,4.098e-11,5.991e-12,7.13e-12,8.943e-12,2.152e-11,2.642e-11,3.218e-11,3.136e-10,3.076e-10,3.087e-10
-10,0.82,2.366e-11,2.832e-11,4.058e-11,5.989e-12,7.127e-12,8.916e-12,2.128e-11,2.61e-11,3.196e-11,3.144e-10,3.083e-10,3.1e-10
-5,0.82,2.351e-11,2.812e-11,4.018e-11,5.988e-12,7.123e-12,8.888e-12,2.104e-11,2.578e-11,3.175e-11,3.151e-10,3.09e-10,3.112e-10
0,0.82,2.335e-11,2.791e-11,3.978e-11,5.987e-12,7.119e-12,8.86e-12,2.081e-11,2.545e-11,3.153e-11,3.159e-10,3.097e-10,3.124e-10
5,0.82,2.319e-11,2.77e-11,3.937e-11,5.985e-12,7.114e-12,8.833e-12,2.057e-11,2.513e-11,3.13e-11,3.166e-10,3.103e-10,3.135e-10
10,0.82,2.302e-11,2.749e-11,3.896e-11,5.983e-12,7.109e-12,8.804e-12,2.034e-11,2.481e-11,3.108e-11,3.173e-10,3.109e-10,3.146e-10
15,0.82,2.286e-11,2.728e-11,3.856e-11,5.981e-12,7.105e-12,8.775e-12,2.011e-11,2.449e-11,3.084e-11,3.179e-10,3.115e-10,3.157e-10
20,0.82,2.27e-11,2.707e-11,3.815e-11,5.98e-12,7.1e-12,8.746e-12,1.988e-11,2.417e-11,3.059e-11,3.185e-10,3.121e-10,3.168e-10
25,0.82,2.254e-11,2.685e-11,3.774e-11,5.977e-12,7.095e-12,8.716e-12,1.965e-11,2.385e-11,3.032e-11,3.191e-10,3.126e-10,3.178e-10
30,0.82,2.238e-11,2.664e-11,3.734e-11,5.975e-12,7.089e-12,8.685e-12,1.942e-11,2.353e-11,3.004e-11,3.197e-10,3.131e-10,3.187e-10
35,0.82,2.221e-11,2.643e-11,3.693e-11,5.974e-12,7.084e-12,8.655e-12,1.92e-11,2.322e-11,2.974e-11,3.202e-10,3.136e-10,3.197e-10
40,0.82,2.205e-11,2.621e-11,3.653e-11,5.972e-12,7.079e-12,8.624e-12,1.897e-11,2.29e-11,2.943e-11,3.207e-10,3.141e-10,3.206e-10
45,0.82,2.189e-11,2.6e-11,3.612e-11,5.97e-12,7.073e-12,8.594e-12,1.875e-11,2.259e-11,2.912e-11,3.212e-10,3.145e-10,3.215e-10
50,0.82,2.173e-11,2.578e-11,3.572e-11,5.968e-12,7.068e-12,8.563e-12,1.853e-11,2.228e-11,2.879e-11,3.216e-10,3.149e-10,3.223e-10
55,0.82,2.157e-11,2.557e-11,3.532e-11,5.966e-12,7.062e-12,8.531e-12,1.831e-11,2.197e-11,2.847e-11,3.22e-10,3.153e-10,3.231e-10
60,0.82,2.141e-11,2.535e-11,3.492e-11,5.964e-12,7.057e-12,8.5e-12,1.809e-11,2.166e-11,2.814e-11,3.224e-10,3.157e-10,3.239e-10
65,0.82,2.126e-11,2.514e-11,3.451e-11,5.962e-12,7.052e-12,8.468e-12,1.787e-11,2.135e-11,2.781e-11,3.228e-10,3.16e-10,3.247e-10
70,0.82,2.11e-11,2.492e-11,3.412e-11,5.96e-12,7.047e-12,8.436e-12,1.765e-11,2.104e-11,2.748e-11,3.232e-10,3.163e-10,3.254e-10
75,0.82,2.095e-11,2.471e-11,3.372e-11,5.958e-12,7.042e-12,8.405e-12,1.744e-11,2.074e-11,2.714e-11,3.235e-10,3.166e-10,3.261e-10
80,0.82,2.079e-11,2.45e-11,3.332e-11,5.956e-12,7.036e-12,8.373e-12,1.722e-11,2.043e-11,2.68e-11,3.238e-10,3.169e-10,3.268e-10
85,0.82,2.064e-11,2.429e-11,3.292e-11,5.954e-12,7.032e-12,8.341e-12,1.701e-11,2.013e-11,2.645e-11,3.241e-10,3.171e-10,3.274e-10
90,0.82,2.049e-11,2.408e-11,3.253e-11,5.953e-12,7.028e-12,8.309e-12,1.68e-11,1.983e-11,2.611e-11,3.244e-10,3.174e-10,3.28e-10
95,0.82,2.034e-11,2.387e-11,3.214e-11,5.953e-12,7.023e-12,8.278e-12,1.659e-11,1.952e-11,2.576e-11,3.246e-10,3.176e-10,3.286e-10
100,0.82,2.018e-11,2.366e-11,3.175e-11,5.95e-12,7.019e-12,8.247e-12,1.638e-11,1.923e-11,2.542e-11,3.248e-10,3.178e-10,3.292e-10
105,0.82,2.004e-11,2.345e-11,3.136e-11,5.949e-12,7.015e-12,8.216e-12,1.617e-11,1.893e-11,2.508e-11,3.25e-10,3.179e-10,3.297e-10
110,0.82,1.99e-11,2.325e-11,3.097e-11,5.949e-12,7.011e-12,8.185e-12,1.596e-11,1.863e-11,2.473e-11,3.251e-10,3.181e-10,3.302e-10
115,0.82,1.975e-11,2.304e-11,3.059e-11,5.947e-12,7.008e-12,8.154e-12,1.575e-11,1.834e-11,2.439e-11,3.253e-10,3.182e-10,3.307e-10
120,0.82,1.961e-11,2.283e-11,3.02e-11,5.946e-12,7.006e-12,8.124e-12,1.555e-11,1.804e-11,2.404e-11,3.254e-10,3.183e-10,3.311e-10
125,0.82,1.947e-11,2.264e-11,2.983e-11,5.945e-12,7.002e-12,8.093e-12,1.534e-11,1.775e-11,2.369e-11,3.255e-10,3.183e-10,3.315e-10
130,0.82,1.932e-11,2.244e-11,2.945e-11,5.945e-12,7e-12,8.063e-12,1.514e-11,1.746e-11,2.335e-11,3.255e-10,3.183e-10,3.319e-10
-20,0.84,2.324e-11,2.777e-11,3.97e-11,5.933e-12,7.03e-12,8.798e-12,2.105e-11,2.57e-11,3.099e-11,3.029e-10,2.972e-10,2.977e-10
-15,0.84,2.31e-11,2.758e-11,3.932e-11,5.933e-12,7.028e-12,8.773e-12,2.082e-11,2.54e-11,3.078e-11,3.037e-10,2.979e-10,2.99e-10
-10,0.84,2.295e-11,2.739e-11,3.894e-11,5.933e-12,7.026e-12,8.747e-12,2.059e-11,2.509e-11,3.056e-11,3.045e-10,2.987e-10,3.003e-10
-5,0.84,2.28e-11,2.72e-11,3.856e-11,5.932e-12,7.023e-12,8.721e-12,2.037e-11,2.478e-11,3.034e-11,3.053e-10,2.994e-10,3.015e-10
0,0.84,2.264e-11,2.7e-11,3.817e-11,5.932e-12,7.02e-12,8.694e-12,2.014e-11,2.447e-11,3.011e-11,3.061e-10,3.001e-10,3.027e-10
5,0.84,2.249e-11,2.68e-11,3.778e-11,5.932e-12,7.018e-12,8.668e-12,1.992e-11,2.417e-11,2.988e-11,3.068e-10,3.008e-10,3.039e-10
10,0.84,2.234e-11,2.66e-11,3.739e-11,5.932e-12,7.015e-12,8.641e-12,1.969e-11,2.386e-11,2.964e-11,3.075e-10,3.014e-10,3.05e-10
15,0.84,2.218e-11,2.64e-11,3.701e-11,5.931e-12,7.012e-12,8.612e-12,1.947e-11,2.355e-11,2.94e-11,3.082e-10,3.02e-10,3.061e-10
20,0.84,2.203e-11,2.62e-11,3.662e-11,5.93e-12,7.008e-12,8.584e-12,1.925e-11,2.325e-11,2.916e-11,3.088e-10,3.026e-10,3.071e-10
25,0.84,2.188e-11,2.6e-11,3.623e-11,5.93e-12,7.005e-12,8.556e-12,1.903e-11,2.296e-11,2.891e-11,3.094e-10,3.032e-10,3.082e-10
30,0.84,2.172e-11,2.579e-11,3.585e-11,5.929e-12,7.001e-12,8.528e-12,1.882e-11,2.266e-11,2.865e-11,3.1e-10,3.037e-10,3.092e-10
35,0.84,2.157e-11,2.559e-11,3.546e-11,5.929e-12,6.998e-12,8.499e-12,1.86e-11,2.237e-11,2.84e-11,3.106e-10,3.042e-10,3.101e-10
40,0.84,2.142e-11,2.539e-11,3.508e-11,5.928e-12,6.994e-12,8.47e-12,1.839e-11,2.208e-11,2.813e-11,3.111e-10,3.047e-10,3.11e-10
45,0.84,2.126e-11,2.518e-11,3.469e-11,5.926e-12,6.991e-12,8.441e-12,1.817e-11,2.178e-11,2.785e-11,3.116e-10,3.052e-10,3.119e-10
50,0.84,2.111e-11,2.498e-11,3.431e-11,5.926e-12,6.987e-12,8.412e-12,1.796e-11,2.149e-11,2.757e-11,3.121e-10,3.057e-10,3.128e-10
55,0.84,2.096e-11,2.478e-11,3.393e-11,5.925e-12,6.983e-12,8.382e-12,1.775e-11,2.12e-11,2.727e-11,3.126e-10,3.061e-10,3.137e-10
60,0.84,2.081e-11,2.457e-11,3.355e-11,5.925e-12,6.98e-12,8.352e-12,1.754e-11,2.091e-11,2.697e-11,3.13e-10,3.065e-10,3.145e-10
65,0.84,2.066e-11,2.437e-11,3.317e-11,5.924e-12,6.977e-12,8.323e-12,1.733e-11,2.063e-11,2.667e-11,3.134e-10,3.069e-10,3.152e-10
70,0.84,2.051e-11,2.417e-11,3.279e-11,5.923e-12,6.973e-12,8.293e-12,1.713e-11,2.034e-11,2.636e-11,3.138e-10,3.072e-10,3.16e-10
75,0.84,2.036e-11,2.397e-11,3.241e-11,5.924e-12,6.97e-12,8.264e-12,1.692e-11,2.005e-11,2.605e-11,3.142e-10,3.075e-10,3.167e-10
80,0.84,2.022e-11,2.377e-11,3.203e-11,5.923e-12,6.967e-12,8.234e-12,1.671e-11,1.977e-11,2.573e-11,3.145e-10,3.079e-10,3.174e-10
85,0.84,2.008e-11,2.357e-11,3.166e-11,5.923e-12,6.964e-12,8.205e-12,1.651e-11,1.948e-11,2.541e-11,3.148e-10,3.082e-10,3.181e-10
90,0.84,1.993e-11,2.337e-11,3.128e-11,5.923e-12,6.961e-12,8.176e-12,1.631e-11,1.92e-11,2.509e-11,3.152e-10,3.084e-10,3.188e-10
95,0.84,1.979e-11,2.317e-11,3.091e-11,5.923e-12,6.959e-12,8.147e-12,1.611e-11,1.892e-11,2.477e-11,3.154e-10,3.087e-10,3.194e-10
100,0.84,1.964e-11,2.298e-11,3.054e-11,5.922e-12,6.957e-12,8.118e-12,1.591e-11,1.864e-11,2.445e-11,3.157e-10,3.089e-10,3.2e-10
105,0.84,1.95e-11,2.278e-11,3.017e-11,5.922e-12,6.955e-12,8.089e-12,1.571e-11,1.836e-11,2.412e-11,3.159e-10,3.091e-10,3.205e-10
110,0.84,1.937e-11,2.259e-11,2.981e-11,5.923e-12,6.953e-12,8.061e-12,1.551e-11,1.808e-11,2.379e-11,3.161e-10,3.093e-10,3.211e-10
115,0.84,1.923e-11,2.239e-11,2.944e-11,5.923e-12,6.952e-12,8.032e-12,1.531e-11,1.781e-11,2.347e-11,3.163e-10,3.095e-10,3.216e-10
120,0.84,1.91e-11,2.22e-11,2.908e-11,5.923e-12,6.95e-12,8.004e-12,1.512e-11,1.753e-11,2.314e-11,3.165e-10,3.096e-10,3.221e-10
125,0.84,1.897e-11,2.201e-11,2.873e-11,5.923e-12,6.949e-12,7.975e-12,1.492e-11,1.726e-11,2.281e-11,3.166e-10,3.097e-10,3.225e-10
130,0.84,1.883e-11,2.182e-11,2.836e-11,5.923e-12,6.949e-12,7.948e-12,1.473e-11,1.7e-11,2.248e-11,3.167e-10,3.098e-10,3.23e-10
-20,0.86,2.257e-11,2.69e-11,3.817e-11,5.884e-12,6.939e-12,8.644e-12,2.039e-11,2.475e-11,2.973e-11,2.937e-10,2.883e-10,2.888e-10
-15,0.86,2.243e-11,2.672e-11,3.78e-11,5.885e-12,6.939e-12,8.621e-12,2.017e-11,2.446e-11,2.952e-11,2.946e-10,2.89e-10,2.901e-10
-10,0.86,2.228e-11,2.654e-11,3.744e-11,5.885e-12,6.937e-12,8.596e-12,1.995e-11,2.417e-11,2.93e-11,2.954e-10,2.898e-10,2.913e-10
-5,0.86,2.214e-11,2.635e-11,3.707e-11,5.887e-12,6.936e-12,8.571e-12,1.973e-11,2.388e-11,2.907e-11,2.962e-10,2.906e-10,2.926e-10
0,0.86,2.2e-11,2.616e-11,3.67e-11,5.888e-12,6.935e-12,8.546e-12,1.952e-11,2.359e-11,2.884e-11,2.97e-10,2.913e-10,2.938e-10
5,0.86,2.185e-11,2.598e-11,3.633e-11,5.888e-12,6.934e-12,8.519e-12,1.93e-11,2.331e-11,2.86e-11,2.978e-10,2.92e-10,2.949e-10
10,0.86,2.17e-11,2.579e-11,3.596e-11,5.889e-12,6.933e-12,8.494e-12,1.909e-11,2.302e-11,2.836e-11,2.985e-10,2.926e-10,2.961e-10
15,0.86,2.156e-11,2.559e-11,3.559e-11,5.89e-12,6.931e-12,8.467e-12,1.888e-11,2.274e-11,2.812e-11,2.992e-10,2.933e-10,2.971e-10
20,0.86,2.141e-11,2.54e-11,3.522e-11,5.89e-12,6.929e-12,8.441e-12,1.866e-11,2.245e-11,2.788e-11,2.998e-10,2.939e-10,2.982e-10
25,0.86,2.126e-11,2.521e-11,3.485e-11,5.89e-12,6.927e-12,8.414e-12,1.845e-11,2.217e-11,2.764e-11,3.005e-10,2.945e-10,2.992e-10
30,0.86,2.112e-11,2.502e-11,3.448e-11,5.891e-12,6.925e-12,8.387e-12,1.825e-11,2.189e-11,2.739e-11,3.011e-10,2.95e-10,3.003e-10
35,0.86,2.097e-11,2.482e-11,3.411e-11,5.891e-12,6.923e-12,8.36e-12,1.804e-11,2.161e-11,2.715e-11,3.017e-10,2.956e-10,3.012e-10
40,0.86,2.083e-11,2.463e-11,3.375e-11,5.891e-12,6.921e-12,8.332e-12,1.783e-11,2.133e-11,2.691e-11,3.022e-10,2.961e-10,3.022e-10
45,0.86,2.068e-11,2.444e-11,3.338e-11,5.892e-12,6.919e-12,8.305e-12,1.763e-11,2.105e-11,2.666e-11,3.028e-10,2.966e-10,3.031e-10
50,0.86,2.054e-11,2.424e-11,3.302e-11,5.892e-12,6.917e-12,8.277e-12,1.742e-11,2.078e-11,2.641e-11,3.033e-10,2.971e-10,3.04e-10
55,0.86,2.039e-11,2.405e-11,3.265e-11,5.893e-12,6.915e-12,8.25e-12,1.722e-11,2.05e-11,2.616e-11,3.038e-10,2.975e-10,3.048e-10
60,0.86,2.025e-11,2.386e-11,3.229e-11,5.894e-12,6.914e-12,8.222e-12,1.702e-11,2.022e-11,2.589e-11,3.042e-10,2.979e-10,3.057e-10
65,0.86,2.011e-11,2.367e-11,3.193e-11,5.894e-12,6.912e-12,8.195e-12,1.682e-11,1.995e-11,2.561e-11,3.047e-10,2.984e-10,3.065e-10
70,0.86,1.997e-11,2.347e-11,3.157e-11,5.895e-12,6.91e-12,8.168e-12,1.662e-11,1.967e-11,2.533e-11,3.051e-10,2.988e-10,3.073e-10
75,0.86,1.983e-11,2.328e-11,3.121e-11,5.896e-12,6.908e-12,8.14e-12,1.642e-11,1.94e-11,2.504e-11,3.055e-10,2.991e-10,3.08e-10
80,0.86,1.969e-11,2.31e-11,3.085e-11,5.896e-12,6.907e-12,8.113e-12,1.623e-11,1.913e-11,2.474e-11,3.059e-10,2.995e-10,3.088e-10
85,0.86,1.955e-11,2.291e-11,3.049e-11,5.898e-12,6.906e-12,8.085e-12,1.603e-11,1.886e-11,2.444e-11,3.063e-10,2.998e-10,3.095e-10
90,0.86,1.942e-11,2.272e-11,3.013e-11,5.899e-12,6.905e-12,8.058e-12,1.584e-11,1.859e-11,2.414e-11,3.066e-10,3.001e-10,3.101e-10
95,0.86,1.928e-11,2.253e-11,2.978e-11,5.9e-12,6.904e-12,8.031e-12,1.564e-11,1.832e-11,2.384e-11,3.069e-10,3.004e-10,3.108e-10
100,0.86,1.915e-11,2.234e-11,2.943e-11,5.901e-12,6.904e-12,8.004e-12,1.545e-11,1.806e-11,2.353e-11,3.072e-10,3.007e-10,3.114e-10
105,0.86,1.902e-11,2.216e-11,2.908e-11,5.903e-12,6.904e-12,7.978e-12,1.526e-11,1.779e-11,2.322e-11,3.075e-10,3.009e-10,3.12e-10
110,0.86,1.889e-11,2.197e-11,2.873e-11,5.905e-12,6.904e-12,7.951e-12,1.507e-11,1.753e-11,2.291e-11,3.078e-10,3.011e-10,3.126e-10
115,0.86,1.875e-11,2.179e-11,2.839e-11,5.905e-12,6.905e-12,7.925e-12,1.488e-11,1.727e-11,2.26e-11,3.08e-10,3.013e-10,3.131e-10
120,0.86,1.862e-11,2.161e-11,2.804e-11,5.907e-12,6.905e-12,7.899e-12,1.47e-11,1.701e-11,2.229e-11,3.082e-10,3.015e-10,3.137e-10
125,0.86,1.85e-11,2.143e-11,2.77e-11,5.909e-12,6.906e-12,7.873e-12,1.451e-11,1.676e-11,2.197e-11,3.084e-10,3.017e-10,3.141e-10
130,0.86,1.838e-11,2.126e-11,2.737e-11,5.91e-12,6.908e-12,7.847e-12,1.433e-11,1.651e-11,2.166e-11,3.085e-10,3.018e-10,3.146e-10
-20,0.88,2.195e-11,2.61e-11,3.676e-11,5.843e-12,6.859e-12,8.508e-12,1.978e-11,2.39e-11,2.86e-11,2.853e-10,2.8e-10,2.805e-10
-15,0.88,2.181e-11,2.592e-11,3.641e-11,5.845e-12,6.86e-12,8.484e-12,1.956e-11,2.363e-11,2.838e-11,2.862e-10,2.808e-10,2.818e-10
-10,0.88,2.167e-11,2.575e-11,3.605e-11,5.848e-12,6.861e-12,8.461e-12,1.935e-11,2.335e-11,2.816e-11,2.87e-10,2.816e-10,2.83e-10
-5,0.88,2.154e-11,2.557e-11,3.57e-11,5.849e-12,6.861e-12,8.437e-12,1.914e-11,2.307e-11,2.794e-11,2.878e-10,2.824e-10,2.843e-10
0,0.88,2.14e-11,2.539e-11,3.534e-11,5.851e-12,6.861e-12,8.412e-12,1.893e-11,2.28e-11,2.771e-11,2.886e-10,2.831e-10,2.855e-10
5,0.88,2.126e-11,2.521e-11,3.499e-11,5.853e-12,6.861e-12,8.388e-12,1.873e-11,2.253e-11,2.748e-11,2.894e-10,2.838e-10,2.866e-10
10,0.88,2.112e-11,2.503e-11,3.464e-11,5.854e-12,6.861e-12,8.363e-12,1.852e-11,2.225e-11,2.724e-11,2.901e-10,2.845e-10,2.878e-10
15,0.88,2.098e-11,2.485e-11,3.428e-11,5.856e-12,6.861e-12,8.339e-12,1.832e-11,2.198e-11,2.699e-11,2.908e-10,2.851e-10,2.889e-10
20,0.88,2.084e-11,2.467e-11,3.393e-11,5.857e-12,6.861e-12,8.313e-12,1.811e-11,2.171e-11,2.675e-11,2.915e-10,2.857e-10,2.899e-10
25,0.88,2.07e-11,2.449e-11,3.358e-11,5.859e-12,6.86e-12,8.288e-12,1.791e-11,2.144e-11,2.651e-11,2.921e-10,2.864e-10,2.91e-10
30,0.88,2.056e-11,2.43e-11,3.323e-11,5.86e-12,6.859e-12,8.262e-12,1.771e-11,2.117e-11,2.626e-11,2.928e-10,2.869e-10,2.92e-10
35,0.88,2.042e-11,2.412e-11,3.288e-11,5.862e-12,6.859e-12,8.237e-12,1.751e-11,2.09e-11,2.602e-11,2.934e-10,2.875e-10,2.93e-10
40,0.88,2.028e-11,2.393e-11,3.252e-11,5.863e-12,6.858e-12,8.211e-12,1.731e-11,2.063e-11,2.578e-11,2.94e-10,2.881e-10,2.939e-10
45,0.88,2.014e-11,2.375e-11,3.218e-11,5.865e-12,6.858e-12,8.186e-12,1.711e-11,2.037e-11,2.554e-11,2.945e-10,2.886e-10,2.949e-10
50,0.88,2.001e-11,2.357e-11,3.183e-11,5.867e-12,6.857e-12,8.16e-12,1.692e-11,2.01e-11,2.53e-11,2.951e-10,2.891e-10,2.958e-10
55,0.88,1.987e-11,2.338e-11,3.148e-11,5.868e-12,6.857e-12,8.134e-12,1.672e-11,1.983e-11,2.506e-11,2.956e-10,2.896e-10,2.966e-10
60,0.88,1.974e-11,2.32e-11,3.113e-11,5.869e-12,6.857e-12,8.108e-12,1.653e-11,1.957e-11,2.482e-11,2.961e-10,2.9e-10,2.975e-10
65,0.88,1.96e-11,2.302e-11,3.079e-11,5.871e-12,6.857e-12,8.082e-12,1.634e-11,1.93e-11,2.458e-11,2.966e-10,2.905e-10,2.983e-10
70,0.88,1.947e-11,2.284e-11,3.044e-11,5.874e-12,6.856e-12,8.057e-12,1.614e-11,1.904e-11,2.432e-11,2.97e-10,2.909e-10,2.991e-10
75,0.88,1.933e-11,2.265e-11,3.01e-11,5.876e-12,6.857e-12,8.031e-12,1.595e-11,1.878e-11,2.406e-11,2.975e-10,2.913e-10,2.999e-10
80,0.88,1.92e-11,2.248e-11,2.976e-11,5.878e-12,6.857e-12,8.005e-12,1.576e-11,1.852e-11,2.379e-11,2.979e-10,2.917e-10,3.007e-10
85,0.88,1.908e-11,2.229e-11,2.942e-11,5.88e-12,6.858e-12,7.98e-12,1.558e-11,1.826e-11,2.352e-11,2.983e-10,2.92e-10,3.014e-10
90,0.88,1.894e-11,2.212e-11,2.908e-11,5.882e-12,6.858e-12,7.955e-12,1.539e-11,1.8e-11,2.323e-11,2.986e-10,2.924e-10,3.021e-10
95,0.88,1.882e-11,2.194e-11,2.874e-11,5.884e-12,6.86e-12,7.929e-12,1.52e-11,1.775e-11,2.294e-11,2.99e-10,2.927e-10,3.028e-10
100,0.88,1.869e-11,2.176e-11,2.841e-11,5.887e-12,6.86e-12,7.905e-12,1.501e-11,1.749e-11,2.266e-11,2.993e-10,2.93e-10,3.034e-10
105,0.88,1.857e-11,2.159e-11,2.808e-11,5.89e-12,6.862e-12,7.88e-12,1.483e-11,1.724e-11,2.236e-11,2.996e-10,2.933e-10,3.04e-10
110,0.88,1.844e-11,2.141e-11,2.774e-11,5.891e-12,6.864e-12,7.856e-12,1.465e-11,1.699e-11,2.207e-11,2.999e-10,2.935e-10,3.046e-10
115,0.88,1.832e-11,2.124e-11,2.742e-11,5.894e-12,6.866e-12,7.831e-12,1.447e-11,1.675e-11,2.177e-11,3.002e-10,2.938e-10,3.052e-10
120,0.88,1.82e-11,2.107e-11,2.709e-11,5.897e-12,6.869e-12,7.807e-12,1.429e-11,1.65e-11,2.148e-11,3.004e-10,2.94e-10,3.058e-10
125,0.88,1.808e-11,2.09e-11,2.678e-11,5.9e-12,6.871e-12,7.784e-12,1.411e-11,1.626e-11,2.118e-11,3.006e-10,2.942e-10,3.063e-10
130,0.88,1.796e-11,2.073e-11,2.646e-11,5.903e-12,6.874e-12,7.761e-12,1.393e-11,1.602e-11,2.087e-11,3.008e-10,2.943e-10,3.068e-10
-20,0.9,2.137e-11,2.536e-11,3.546e-11,5.81e-12,6.791e-12,8.386e-12,1.92e-11,2.311e-11,2.759e-11,2.775e-10,2.724e-10,2.728e-10
-15,0.9,2.124e-11,2.519e-11,3.512e-11,5.813e-12,6.792e-12,8.363e-12,1.9e-11,2.284e-11,2.737e-11,2.783e-10,2.732e-10,2.741e-10
-10,0.9,2.111e-11,2.502e-11,3.478e-11,5.816e-12,6.794e-12,8.34e-12,1.879e-11,2.258e-11,2.715e-11,2.792e-10,2.74e-10,2.753e-10
